[2018-01-08 09:24:22,261]  INFO: Start 0.0.0.0:8000
[2018-01-08 09:24:33,808]  INFO: 10.42.0.1:60198 Connection
[2018-01-08 09:24:44,828]  INFO: 10.42.0.1:60198 Disconnect
[2018-01-08 09:27:13,636]  INFO: 10.42.0.1:60199 Connection
[2018-01-08 09:27:19,934]  INFO: 10.42.0.1:60199 Disconnect
[2018-01-08 09:28:07,870]  INFO: 10.42.0.1:60200 Connection
[2018-01-08 09:28:15,638]  INFO: 10.42.0.1:60200 Disconnect
[2018-01-08 09:28:30,010]  INFO: 10.42.0.1:60201 Connection
[2018-01-08 09:28:35,229]  INFO: 10.42.0.1:60201 Disconnect
[2018-01-08 09:30:01,560]  INFO: 10.42.0.1:60203 Connection
[2018-01-08 09:31:30,448]  INFO: 10.42.0.1:60203 Disconnect
[2018-01-08 09:32:20,433]  INFO: Start 0.0.0.0:8000
[2018-01-08 09:32:30,408]  INFO: Start 0.0.0.0:8000
[2018-01-08 09:32:32,461]  INFO: 10.42.0.1:60206 Connection
[2018-01-08 09:33:06,472]  INFO: Start 0.0.0.0:8000
[2018-01-08 09:33:09,435]  INFO: 10.42.0.1:60207 Connection
[2018-01-08 09:33:53,304]  INFO: 10.42.0.1:60207 Disconnect
[2018-01-08 09:37:01,808]  INFO: Start 0.0.0.0:8000
[2018-01-08 09:37:04,489]  INFO: 10.42.0.1:60235 Connection
[2018-01-08 09:37:31,448]  INFO: 10.42.0.1:60235 Disconnect
[2018-01-08 09:37:55,808]  INFO: 10.42.0.1:60236 Connection
[2018-01-08 09:38:00,932]  INFO: 10.42.0.1:60236 Disconnect
[2018-01-08 09:38:35,945]  INFO: 10.42.0.1:60237 Connection
[2018-01-08 09:38:49,064]  INFO: 10.42.0.1:60237 Disconnect
[2018-01-08 09:38:53,970]  INFO: 10.42.0.1:60238 Connection
[2018-01-08 09:39:11,826]  INFO: 10.42.0.1:60238 Disconnect
[2018-01-08 09:40:32,295]  INFO: 10.42.0.1:60239 Connection
[2018-01-08 09:40:42,930]  INFO: 10.42.0.1:60239 Disconnect
[2018-01-08 09:40:50,512]  INFO: 10.42.0.1:60240 Connection
[2018-01-08 09:41:07,108]  INFO: 10.42.0.1:60240 Disconnect
[2018-01-08 09:41:15,163]  INFO: 10.42.0.1:60241 Connection
[2018-01-08 09:41:23,032]  INFO: 10.42.0.1:60241 Disconnect
[2018-01-08 09:41:39,179]  INFO: 10.42.0.1:60242 Connection
[2018-01-08 09:41:57,545]  INFO: 10.42.0.1:60242 Disconnect
[2018-01-08 09:42:15,889]  INFO: 10.42.0.1:60243 Connection
[2018-01-08 09:42:30,764]  INFO: 10.42.0.1:60243 Disconnect
[2018-01-08 09:42:32,358]  INFO: 10.42.0.1:60244 Connection
[2018-01-08 09:42:37,623]  INFO: 10.42.0.1:60244 Disconnect
[2018-01-08 09:42:57,028]  INFO: 10.42.0.1:60245 Connection
[2018-01-08 09:43:00,714]  INFO: 10.42.0.1:60245 Disconnect
[2018-01-08 09:43:28,779]  INFO: 10.42.0.1:60248 Connection
[2018-01-08 09:44:15,102]  INFO: 10.42.0.1:60248 Disconnect
[2018-01-08 09:44:32,204]  INFO: 10.42.0.1:60260 Connection
[2018-01-08 09:45:23,857]  INFO: 10.42.0.1:60260 Disconnect
[2018-01-08 09:45:26,045]  INFO: 10.42.0.1:60263 Connection
[2018-01-08 09:47:00,622]  INFO: 10.42.0.1:60263 Disconnect
[2018-01-08 09:47:02,725]  INFO: 10.42.0.1:60283 Connection
[2018-01-08 09:47:42,612]  INFO: 10.42.0.1:60283 Disconnect
[2018-01-08 09:47:44,604]  INFO: 10.42.0.1:60286 Connection
[2018-01-08 09:48:07,465]  INFO: 10.42.0.1:60286 Disconnect
[2018-01-08 09:48:09,830]  INFO: 10.42.0.1:60287 Connection
[2018-01-08 09:48:43,419]  INFO: 10.42.0.1:60287 Disconnect
[2018-01-08 09:48:44,646]  INFO: 10.42.0.1:60288 Connection
[2018-01-08 09:48:57,450]  INFO: 10.42.0.1:60288 Disconnect
[2018-01-08 09:48:58,895]  INFO: 10.42.0.1:60289 Connection
[2018-01-08 09:49:14,576]  INFO: 10.42.0.1:60289 Disconnect
[2018-01-08 09:50:43,950]  INFO: 10.42.0.1:60290 Connection
[2018-01-08 09:50:49,587]  INFO: 10.42.0.1:60290 Disconnect
[2018-01-08 09:51:59,133]  INFO: 10.42.0.1:60291 Connection
[2018-01-08 09:52:07,210]  INFO: 127.0.0.1:11855 Connection
[2018-01-08 09:52:22,380]  INFO: 10.42.0.1:60291 Disconnect
[2018-01-08 09:52:23,661]  INFO: 10.42.0.1:60292 Connection
[2018-01-08 09:52:44,727]  INFO: 10.42.0.1:60292 Disconnect
[2018-01-08 09:52:46,286]  INFO: 10.42.0.1:60293 Connection
[2018-01-08 09:52:51,913]  INFO: 10.42.0.1:60293 Disconnect
[2018-01-08 09:53:29,337]  INFO: 10.42.0.1:60294 Connection
[2018-01-08 09:53:35,836]  INFO: 10.42.0.1:60294 Disconnect
[2018-01-08 09:54:03,687]  INFO: 10.42.0.1:60297 Connection
[2018-01-08 09:54:13,578]  INFO: 10.42.0.1:60297 Disconnect
[2018-01-08 09:54:24,503]  INFO: 10.42.0.1:60298 Connection
[2018-01-08 09:54:37,916]  INFO: 10.42.0.1:60298 Disconnect
[2018-01-08 09:54:52,933]  INFO: 10.42.0.1:60299 Connection
[2018-01-08 09:54:58,601]  INFO: 10.42.0.1:60299 Disconnect
